cast,Kd_obs,I0,R2_PAR_Depth,BeamAttm,R2_Kd_BeamAtt,Kd_mdl,Kd
1,0.151511143333019,2255.58375000444,0.994095915274959,0.7868125,0.752768400085363,0.209662068788663,0.151511143333019
2,NaN,NaN,NaN,0.762177777777778,0.752768400085363,0.199596091345954,0.199596091345954
3,NaN,NaN,NaN,0.757628571428571,0.752768400085363,0.197737243168968,0.197737243168968
4,NaN,NaN,NaN,0.72025,0.752768400085363,0.182464009988312,0.182464009988312
5,NaN,NaN,NaN,0.6982125,0.752768400085363,0.173459281788309,0.173459281788309
6,0.194154024052389,151.572032709816,0.997311021253047,0.7109125,0.752768400085363,0.178648620331249,0.194154024052389
7,0.165235118971907,553.816275097411,0.992261344954974,0.5992875,0.752768400085363,0.133037603413478,0.165235118971907
8,NaN,NaN,NaN,0.47645,0.752768400085363,0.0828450543372254,0.0828450543372254
9,NaN,NaN,NaN,0.46226,0.752768400085363,0.0770468878864915,0.0770468878864915
10,NaN,NaN,NaN,0.467471428571429,0.752768400085363,0.0791763262447194,0.0791763262447194
11,0.0651756836062062,58.9547312916029,0.932871831545131,0.474542857142857,0.752768400085363,0.0820657779643542,0.0651756836062062
12,0.041873121296263,220.187057287391,0.68529043209493,0.466185714285714,0.752768400085363,0.0786509713866039,0.0786509713866039
13,0.0585287563214286,625.913479356995,0.775187705478018,0.443725,0.752768400085363,0.0694733138791376,0.0585287563214286
14,0.069993996564911,1605.58344044116,0.983802979531182,0.4535,0.752768400085363,0.0734674701198651,0.069993996564911
15,0.0782943274583481,561.882568424862,0.959386728753003,0.4580125,0.752768400085363,0.0753113197399452,0.0782943274583481
16,NaN,NaN,NaN,0.4520875,0.752768400085363,0.0728903094354632,0.0728903094354632
17,NaN,NaN,NaN,0.4383,0.752768400085363,0.0672566082417005,0.0672566082417005
18,0.0715294466451161,702.231592233374,0.944057702717718,0.475025,0.752768400085363,0.0822627860361475,0.0715294466451161
19,0.215110798172912,160.446588269494,0.971039919377431,0.678988888888889,0.752768400085363,0.165604334853397,0.215110798172912
20,NaN,NaN,NaN,0.585711111111111,0.752768400085363,0.127490164190245,0.127490164190245
21,NaN,NaN,NaN,0.57685,0.752768400085363,0.123869431479839,0.123869431479839
22,NaN,NaN,NaN,0.6045875,0.752768400085363,0.135203232884154,0.135203232884154
23,NaN,NaN,NaN,0.701671428571429,0.752768400085363,0.174872632288545,0.174872632288545
24,NaN,NaN,NaN,0.643485714285714,0.752768400085363,0.151097406320721,0.151097406320721
25,NaN,NaN,NaN,0.636885714285714,0.752768400085363,0.148400584715728,0.148400584715728
26,NaN,NaN,NaN,0.7371125,0.752768400085363,0.189354184884401,0.189354184884401
27,NaN,NaN,NaN,0.780425,0.752768400085363,0.207052076667165,0.207052076667165
28,NaN,NaN,NaN,0.8044375,0.752768400085363,0.216863808301995,0.216863808301995
29,NaN,NaN,NaN,1.02152857142857,0.752768400085363,0.30556924643526,0.30556924643526
